,,,,,,,,,,,,,,,,
CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
13-01-0322-46,13-004,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO MARRIOT,"7A. CALLE 6-52, ZONA 1",77648219,CLARA ARMIDA MORALES CASTILLO,MARIO ARNOLDO HERNANDEZ LORENZO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-0323-46,13-050,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO NACIONAL DE EDUCACI?N DIVERSIFICADA,"CORRAL CHIQUITO, ZONA 8",40124127,LILIAN FLORIDALMA MOLINA MU•OZ,HUGO RUBEN GOMEZ GOMEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-01-0330-46,13-050,HUEHUETENANGO,HUEHUETENANGO,"LICEO CRISTIANO ""NUEVOS HORIZONTES""","CALZADA KAIBIL BALAM, CANT?N SAN JOSê, ZONA 5",57621120,LILIAN FLORIDALMA MOLINA MU•OZ,MATEO G?MEZ G?MEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-0335-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO DE EDUCACI?N Y DESARROLLO INTEGRAL ""XETENAM""",ALDEA XETENAM,51383650,CLARA ARMIDA MORALES CASTILLO,ANGEL MARCONI GUTIERREZ SAMAYOA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-0337-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PREUNIVERSITARIO LICEO GUATEMALA,"5A. AVENIDA 1-25 , ZONA 8",49880570,CLARA ARMIDA MORALES CASTILLO,HOMERO RODERICO HERRERA Y HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0340-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,"3A. AVENIDA 1-140, ZONA 3",77649739,CLARA ARMIDA MORALES CASTILLO,MIGUEL ANGEL CANAHUI PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-01-0341-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO DE CIENCIAS COMERCIALES,"5A. AVENIDA 7-112, ZONA 1",77640126,CLARA ARMIDA MORALES CASTILLO,MARLIN MARIBEL HERN?NDEZ CASTILLO DE LE?N,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-0342-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO NACIONAL DE EDUCACI?N DIVERSIFICADA,ALDEA ZACULEU CENTRAL ZONA 9,30912815,CLARA ARMIDA MORALES CASTILLO,MAYRA LISETH PAR AZURDIA FUNES,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-0346-46,13-060,HUEHUETENANGO,HUEHUETENANGO,CENTRO DE EDUCACI?N EXTRAESCOLAR CEEX,1RA. CALLE ZONA 8 HUEHUETENANGO,32134222,AROLDO HOSBERI SOSA L?PEZ,IRENE ROCIO FABIAN AGUST?N,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,INTERCALADO,HUEHUETENANGO
13-01-0348-46,13-004,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO MARRIOT,"7A. CALLE 6-52, ZONA 1",77648219,CLARA ARMIDA MORALES CASTILLO,MARIO ARNOLDO HERN?NDEZ LORENZO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-0349-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO EVANGêLICO EL ALBA,"6A. AVENIDA ""A"" 9-17, ZONA 1",77682352,LILIAN FLORIDALMA MOLINA MU•OZ,JOSê RA?L MART?NEZ XUTUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-1498-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EVANGELICO 'JERUSALEN',ALDEA LAS LAGUNAS ZONA 10,79342847,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-1500-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO DE CIENCIAS COMERCIALES,5TA. AV. 7-112 ZONA 1,77640126,CLARA ARMIDA MORALES CASTILLO,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-1501-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO PRIVADO HUEHUETECO,"5A. CALLE Y 9A. AVENIDA, INTERIOR DE LA ZONA 1",77645768,CLARA ARMIDA MORALES CASTILLO,SAMUEL CêSAR ARMANDO SOSA HERRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-1502-46,,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'RAFAEL LANDIVAR',5A. CALLE 11-20 ZONA 1,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),HUEHUETENANGO
13-01-1505-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO MIXTO CENTROAMERICANO HUEHUETECO,5A. CALLE 11-65 ZONA 1,77646933,LILIAN FLORIDALMA MOLINA MU•OZ,OSCAR ROCAEL L?PEZ GUTIêRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-1584-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,3AV. 1-140 ZONA 3,77649742,CLARA ARMIDA MORALES CASTILLO,MIGUEL ?NGEL CANAHUI PORTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-1592-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,3A. AVENIDA 1-140 ZONA 3,77690895,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-1685-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO 'RAFAEL LANDIVAR',5A. CALLE 11-65 ZONA 1,77646933,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-4860-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO ASTURIAS,2A. CALLE 7-32 INTERIOR ZONA 1,77640625,LILIAN FLORIDALMA MOLINA MU•OZ,ANABELA CLARISA MêNDEZ ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-4861-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO DEL NIVEL MEDIO LICEO HUEHUETECO,4A.CALLE 8-80 ZONA 4,77642089,CLARA ARMIDA MORALES CASTILLO,NESTOR FERNANDO COB?N L?PEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-4966-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO DIVERSIFICADO DE PERITO EN ADMINISTRACI?N P?BLICA J.V.,6A. AVENIDA A 10-59 ZONA 1,77649716,CLARA ARMIDA MORALES CASTILLO,DELMAR ELEAZAR PALACIOS LUCAS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-5108-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EVANGELICO PRIVADO 'BETH SHALOM',3A. AVENIDA FINAL ZONA 3,77649291,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-5307-46,,HUEHUETENANGO,HUEHUETENANGO,IPMB Y BACHILLERATO POR MADUREZ 'DR. JORGE VIDES MOLINA',LAS LAGUNAS ZONA 9,,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,SABATINO,HUEHUETENANGO
13-01-5358-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO GABRIELA MISTRAL,5A. AVENIDA 7-147 ZONA 1,77641004,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-5500-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO TECNOL?GICO EN COMPUTACI?N,2DA. CALLE 6-49 ZONA 1,77641301,LILIAN FLORIDALMA MOLINA MU•OZ,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-5756-46,,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO DIVERSIFICADO PRIVADO MIXTO 'LUIS ARTURO LEMUS',3A. CALLE Y 4A. AVENIDA ZONA 9 ALDEA ZACULEU CENTRAL,57 47546,,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6042-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO MIXTO CANADIENSE DE OCCIDENTE,"7MA. CALLE 12-75, ZONA 5 COLONIA LA HONDONADA HUEHUETENANGO",77250964,CLARA ARMIDA MORALES CASTILLO,JULIO RENê CALDER?N FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6096-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO DEL NIVEL MEDIO LICEO HUEHUETECO,4A CALLE 8-80 ZONA 4.,77642089,CLARA ARMIDA MORALES CASTILLO,NESTOR FERNANDO COB?N L?PEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6304-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO SAN LORENZO,5A. CALLE 1ER ACCESO 5-75 ZONA 5,77645768,CLARA ARMIDA MORALES CASTILLO,IRMA REGINA VEL?SQUEZ ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6306-46,13-004,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO PARA ADULTOS 'GUATEMALA',6A. AV. C 8A. CALLE 8-30 COL. MAKEPEACE ZONA 1,77643494,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-6367-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO EVANGELICO MIXTO BEREA,ALDEA LAS LAGUNAS ZONA 10,77642767,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-6369-46,13-004,HUEHUETENANGO,HUEHUETENANGO,ESCUELA NORMAL DE EDUCACION FISICA,ZACULEU CENTRAL ZONA 9,,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-01-6370-46,13-050,HUEHUETENANGO,HUEHUETENANGO,ESCUELA NORMAL BILINGUE INTERCULTURAL JAXNAQTZAL MAM KYE AJXNAQTZAL,"12 CALLE 1-50, ZONA 5 COLONIA LOS ENCINOS",77642053,LILIAN FLORIDALMA MOLINA MU•OZ,MARCO TULIO DOMINGO MACARIO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6371-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO INTEGRAL JUANA DE ARCO,"9A. CALLE ""A"" 13-21, ZONA 5",77647734,CLARA ARMIDA MORALES CASTILLO,AUGUSTO RUFINO TELLO GARC?A,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6391-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO 'EMANUEL',LO DE HERNANDEZ ZONA 7,,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6423-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO CANADIENSE DEL NOR OCCIDENTE,"8A. CALLE A 10-82 ZONA 1 7MA. CALLE 12-75, ZONA 5, COLONIA LA HONDONADA",77657888,CLARA ARMIDA MORALES CASTILLO,JULIO REN? CALDER?N FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-6435-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO INTEGRAL EMPRESARIAL POR MADUREZ CIEM,2A. CALLE 8-79 COLONIA LO DE HERNANDEZ ZONA 7,77619224,LILIAN FLORIDALMA MOLINA MU•OZ,ELVIN EZEQUIAS ALONZO PêREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-6725-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO EVANGELICO MIXTO 'MONTE SINAI',1A. CALLE 0-34 ZONA 1,77690723,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6778-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO PRIVADO MIXTO ""NUEVO AMANECER""",3A. AVENIDA FINAL ZONA 3,77657960,CLARA ARMIDA MORALES CASTILLO,EDWIN ROLANDO SALAZAR ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-6780-46,13-004,HUEHUETENANGO,HUEHUETENANGO,"COLEGIO PRIVADO MIXTO ""NUEVO AMANECER""",3AV. FINAL ZONA 3,77657960,CLARA ARMIDA MORALES CASTILLO,EDWIN ROLANDO SALAZAR ESCOBEDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-6789-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO RAFAEL LANDIVAR,5A. CALLE 11-65 ZONA 1,77646933,LILIAN FLORIDALMA MOLINA MU•OZ,OSCAR ROCAEL L?PEZ GUTIêRREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6791-46,13-050,HUEHUETENANGO,HUEHUETENANGO,CENTRO TECNOLOGICO AVANZADO CETA,4TA. AV. 0-49 COLONIA ALVARADO ZONA 5,79474572,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6885-46,13-004,HUEHUETENANGO,HUEHUETENANGO,LICEO PREUNIVERSITARIO EMPRESARIAL DEL NOROCCIDENTE,5AV. 7-147 ZONA 1,77641004,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6926-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO BILINGUE TECNOLOGICO FELIPE RINALDI,2A. CALLE 11-76 ZONA 4,,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-6951-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO HERMANO PEDRO,ZACULEU CENTRAL ZONA 9,57699663,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-6952-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGO PRIVADO MIXTO HERMANO PEDRO,ZACULEU CENTRAL ZONA 9,,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-7082-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO MIXTO MONTESSORI,ALDEA CHINACA,,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-7083-46,13-050,HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO MIXTO MONTESSORI,ALDEA CHINACA,,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-7090-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO CRISTIANO TABERNACULO DE LA FE,SECTOR IV CAMBOTE ZONA 11,77643006,LILIAN FLORIDALMA MOLINA MU•OZ,EUSTAQUIO G?MEZ G?MEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-7099-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO LA SABIDURIA,SEGUNDA CALLE ZONA SIETE LO DE HERNANDEZ,79596538,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-7110-46,13-004,HUEHUETENANGO,HUEHUETENANGO,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS,13 CALLE 2-20 COLONIA LOS ENCINOS ZONA 5 OFICINAS 205,59762130,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,HUEHUETENANGO
13-01-7111-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS 'EL SHADDAI',COLONIA MAKEPEACE ZONA 1,77643534,CLARA ARMIDA MORALES CASTILLO,LUDDWIK MISSAEL G?MEZ RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-7130-46,13-050,HUEHUETENANGO,HUEHUETENANGO,COLEGIO CRISTIANO 'TABERNACULO DE LA FE',SECTOR IV CAMBOTE ZONA 11,77643006,LILIAN FLORIDALMA MOLINA MU•OZ,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-01-7133-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO EVANGELICO PARA ADULTOS GUATEMALTECOS 'EL SHADDAI',COLONIA MAKEPEACE ZONA 1,77643534,CLARA ARMIDA MORALES CASTILLO,LUDDWIK MISSAEL G?MEZ RIVAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-7142-46,13-004,HUEHUETENANGO,HUEHUETENANGO,COLEGIO PRIVADO MIXTO AMERICANO,3A. AVENIDA 1-140 ZONA 3,77649739,CLARA ARMIDA MORALES CASTILLO,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-01-7148-46,13-050,HUEHUETENANGO,HUEHUETENANGO,CENTRO EDUCATIVO A DISTANCIA AULA VIRTUAL,"2A. CALLE 6-49, ZONA 1",77648978,LILIAN FLORIDALMA MOLINA MU•OZ,OLIVER BOANERGES RECINOS RECINOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),HUEHUETENANGO
13-02-0166-46,13-005,HUEHUETENANGO,CHIANTLA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,3A. CALLE 6-45 ZONA 5,77644480,AUGUSTO RENE CASTILLO AGUIRRE,GONZALO EZEQUIEL MêRIDA MêRIDA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-02-0194-46,13-006,HUEHUETENANGO,CHIANTLA,INSTITUTO BASICO EXPERIMENTAL CON ORIENTACION OCUPACIONAL FE Y ALEGRIA NO. 38,ALDEA CHUSCAJ,77644550,JUAN CARLOS TEBAL?N JU?REZ,GERVIN GEOVANI JUSTINIANO CASTA•EDA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-02-0195-46,13-005,HUEHUETENANGO,CHIANTLA,COLEGIO INTEGRAL HUMANISTICO CHIANTLECO,CANTON LA LAGUNITA ZONA 3,77659286,AUGUSTO RENE CASTILLO AGUIRRE,JOSê RENê TELLO MêRIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-02-0196-46,13-007,HUEHUETENANGO,CHIANTLA,INSTITUTO NORMAL MIXTO,"CANTON LOS PLANES DEL CORDERO, ALDEA LA CAPELLANIA",49000057,LUIS ANTONIO HERRERA TELLO,VER?NICA PAOLA CIFUENTES AGUILAR,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),HUEHUETENANGO
13-02-0209-46,13-005,HUEHUETENANGO,CHIANTLA,"COLEGIO ""JUAN PABLO II""",5A. AV. 4-13 ZONA 1,58014531,AUGUSTO RENE CASTILLO AGUIRRE,MARIA VIRGINIA GOMEZ MENDEZ DE ALVA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-02-0210-46,13-005,HUEHUETENANGO,CHIANTLA,"COLEGIO ""JUAN PABLO II""",5A. AV. 4-13 ZONA 1,59775141,AUGUSTO RENE CASTILLO AGUIRRE,MARIA VIRGINIA GOMEZ MENDEZ DE ALVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-02-0216-46,13-005,HUEHUETENANGO,CHIANTLA,COLEGIO INTEGRAL HUMANISTICO CHIANTLECO,CANTON LA LAGUNITA ZONA 3,30034627,AUGUSTO RENE CASTILLO AGUIRRE,JOSE RENE TELLO MERIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-02-0217-46,13-005,HUEHUETENANGO,CHIANTLA,COLEGIO INTEGRAL HUMANISTICO CHIANTLECO,CANTON LA LAGUNITA ZONA 3,77659286,AUGUSTO RENE CASTILLO AGUIRRE,JOSE RENE TELLO MERIDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-02-0238-46,13-006,HUEHUETENANGO,CHIANTLA,"COLEGIO PRIVADO MIXTO ""RIO QUISIL""",ALDEA SAN FRANCISCO LAS FLORES,40586074,JUAN CARLOS TEBAL?N JU?REZ,MAYNOR ALBERTO VEL?SSQUEZ CH?VEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-02-0239-46,13-005,HUEHUETENANGO,CHIANTLA,"COLEGIO PRIVADO MIXTO ""LOS ANDES""","CANT?N NUEVA ESPERANZA, ALDEA R?O ESCONDIDO",57486992,AUGUSTO RENE CASTILLO AGUIRRE,GENARO RODRIGO L?PEZ VEL?SQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
13-02-0240-46,13-005,HUEHUETENANGO,CHIANTLA,"COLEGIO PRIVADO MIXTO ""LOS ANDES""","CANT?N NUEVA ESPERANZA, ALDEA R?O ESCONDIDO",40586074,AUGUSTO RENE CASTILLO AGUIRRE,GENARO RODRIGO L?PEZ VEL?SQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,HUEHUETENANGO
13-02-0267-46,13-005,HUEHUETENANGO,CHIANTLA,"COLEGIO ""JUAN PABLO II""","EOU PARA NI•AS 5A. AVENIDA 4-13, ZONA 1",42077930,AUGUSTO RENE CASTILLO AGUIRRE,MAIRA VIRGINIA G?MEZ MêNDEZ DE ALVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),HUEHUETENANGO
